100000_CHM13.pri	XY	CHM13	.	.	.	.
210065_APR033.hap1	Y	APR033	M	WestEurasia	.	UnitedArabEmirates
210066_APR033.hap2	X	APR033	M	WestEurasia	.	UnitedArabEmirates
210067_APR034.hap1	X	APR034	F	WestEurasia	.	UnitedArabEmirates
210068_APR034.hap2	X	APR034	F	WestEurasia	.	UnitedArabEmirates
210069_APR035.hap1	X	APR035	F	WestEurasia	.	UnitedArabEmirates
210070_APR035.hap2	X	APR035	F	WestEurasia	.	UnitedArabEmirates
210071_APR036.hap1	Y	APR036	M	WestEurasia	.	UnitedArabEmirates
210072_APR036.hap2	X	APR036	M	WestEurasia	.	UnitedArabEmirates
210073_APR037.hap1	X	APR037	F	WestEurasia	.	UnitedArabEmirates
210074_APR037.hap2	X	APR037	F	WestEurasia	.	UnitedArabEmirates
210075_APR038.hap1	Y	APR038	M	WestEurasia	.	UnitedArabEmirates
210076_APR038.hap2	X	APR038	M	WestEurasia	.	UnitedArabEmirates
210077_APR039.hap1	Y	APR039	M	WestEurasia	.	UnitedArabEmirates
210078_APR039.hap2	X	APR039	M	WestEurasia	.	UnitedArabEmirates
210079_APR040.hap1	X	APR040	F	WestEurasia	.	UnitedArabEmirates
210080_APR040.hap2	X	APR040	F	WestEurasia	.	UnitedArabEmirates
210081_APR041.hap1	Y	APR041	M	WestEurasia	.	UnitedArabEmirates
210082_APR041.hap2	X	APR041	M	WestEurasia	.	UnitedArabEmirates
210083_APR042.hap1	Y	APR042	M	WestEurasia	.	SaudiArabia
210084_APR042.hap2	X	APR042	M	WestEurasia	.	SaudiArabia
210085_APR043.hap1	X	APR043	F	WestEurasia	.	SaudiArabia
210086_APR043.hap2	X	APR043	F	WestEurasia	.	SaudiArabia
210087_APR044.hap1	X	APR044	F	WestEurasia	.	Egypt
210088_APR044.hap2	X	APR044	F	WestEurasia	.	Egypt
210089_APR045.hap1	Y	APR045	M	WestEurasia	.	Egypt
210090_APR045.hap2	X	APR045	M	WestEurasia	.	Egypt
210091_APR046.hap1	Y	APR046	M	WestEurasia	.	Jordan
210092_APR046.hap2	X	APR046	M	WestEurasia	.	Jordan
210093_APR047.hap1	X	APR047	F	WestEurasia	.	Syria
210094_APR047.hap2	X	APR047	F	WestEurasia	.	Syria
210095_APR048.hap1	X	APR048	F	WestEurasia	.	Oman
210096_APR048.hap2	X	APR048	F	WestEurasia	.	Oman
210097_APR049.hap1	Y	APR049	M	WestEurasia	.	Oman
210098_APR049.hap2	X	APR049	M	WestEurasia	.	Oman
210099_APR050.hap1	Y	APR050	M	WestEurasia	.	Morocco
210100_APR050.hap2	X	APR050	M	WestEurasia	.	Morocco
210101_APR051.hap1	Y	APR051	M	WestEurasia	.	Morocco
210102_APR051.hap2	X	APR051	M	WestEurasia	.	Morocco
210103_APR052.hap1	X	APR052	F	WestEurasia	.	Yemen
210104_APR052.hap2	X	APR052	F	WestEurasia	.	Yemen
